leaf_path,addition,header_duration_s,autogluon_runtime_s,span_s,training_log_basename,generated_ts,finished_ts,earliest_training_ts,latest_results_ts,n_training_logs,n_results_files,multi_day_gap,notes
1/headache/full_features/tabpfn/version_2-5-real/70_30/patient,1,0,,10001,training_20260522_154159_307_36dc8865-644a-481d-9184-5891b84ea0c2.txt,2026-05-22T15:41:59,2026-05-22T15:41:59,2026-05-22T15:41:59,2026-05-22T18:28:40,1,1,False,header-precise
1/headache/full_features/tabpfn/version_2-5-real/70_30/stratified,1,0,,1022904,training_20260513_161641_000_2ed13cd8-4edd-4100-930a-d923fca547ca.txt,2026-05-13T16:16:41,2026-05-13T16:16:41,2026-05-10T22:20:34,2026-05-22T18:28:58,3,4,True,header-precise;multi_day_gap
1/headache/full_features/tabpfn/version_2-5-real/80_20/chrono,1,1,,1022918,training_20260513_161644_820_12eeef3a-5102-4225-b185-d88985ebabd0.txt,2026-05-13T16:16:44,2026-05-13T16:16:45,2026-05-10T22:20:40,2026-05-22T18:29:18,3,3,True,header-precise;multi_day_gap
1/headache/full_features/tabpfn/version_2-5-real/80_20/patient,1,0,,10037,training_20260522_154220_232_824ddcf6-ae43-47c8-9c89-052e0004f916.txt,2026-05-22T15:42:20,2026-05-22T15:42:20,2026-05-22T15:42:20,2026-05-22T18:29:37,1,1,False,header-precise
1/headache/full_features/tabpfn/version_2-5-real/80_20/stratified,1,0,,1022950,training_20260513_161648_369_dbab683d-1f57-46df-90d4-2a6aa2995648.txt,2026-05-13T16:16:48,2026-05-13T16:16:48,2026-05-10T22:20:46,2026-05-22T18:29:56,3,3,True,header-precise;multi_day_gap
1/headache/full_features/tabpfn/version_2-6/70_15_15/chrono,1,0,,266225,training_20260513_161652_026_7dae2114-924d-4774-b00a-91a47af2a5c3.txt,2026-05-13T16:16:52,2026-05-13T16:16:52,2026-05-10T22:20:53,2026-05-14T00:17:58,6,19,True,header-precise;multi_day_gap
1/headache/full_features/tabpfn/version_2-6/70_15_15/patient,1,1,,16,training_20260522_145720_437_2374509e-0d75-4017-90b9-d3b074c5bf9d.txt,2026-05-22T14:57:20,2026-05-22T14:57:21,2026-05-22T14:57:20,2026-05-22T14:57:36,1,1,False,header-precise
1/headache/full_features/tabpfn/version_2-6/70_15_15/stratified,1,1,,266235,training_20260513_161655_735_f26d8776-b2f2-4674-b59e-86993a75f1d0.txt,2026-05-13T16:16:55,2026-05-13T16:16:56,2026-05-10T22:20:59,2026-05-14T00:18:14,3,6,True,header-precise;multi_day_gap
1/headache/full_features/tabpfn/version_2-6/70_30/chrono,1,1,,1455704,training_20260513_161659_394_0b385a3a-fcff-49ba-a1b9-8a0053aab504.txt,2026-05-13T16:16:59,2026-05-13T16:17:00,2026-05-10T22:21:08,2026-05-27T18:42:52,3,12,True,header-precise;multi_day_gap
1/headache/full_features/tabpfn/version_2-6/70_30/patient,1,0,,10072,training_20260522_154241_340_58c9e7cc-ee1a-4f8b-8eda-3a1f624cd12d.txt,2026-05-22T15:42:41,2026-05-22T15:42:41,2026-05-22T15:42:41,2026-05-22T18:30:33,1,2,False,header-precise
1/headache/full_features/tabpfn/version_2-6/70_30/stratified,1,0,,1022980,training_20260513_161703_138_c1c1968d-e728-4e6e-89c6-9904100ec49c.txt,2026-05-13T16:17:03,2026-05-13T16:17:03,2026-05-10T22:21:12,2026-05-22T18:30:52,3,7,True,header-precise;multi_day_gap
1/headache/full_features/tabpfn/version_2-6/80_20/chrono,1,1,,1022999,training_20260513_161706_806_7fdbe0e4-276d-46d3-bb80-1cddea28c3b1.txt,2026-05-13T16:17:06,2026-05-13T16:17:07,2026-05-10T22:21:15,2026-05-22T18:31:14,3,6,True,header-precise;multi_day_gap
1/headache/full_features/tabpfn/version_2-6/80_20/patient,1,1,,10113,training_20260522_154302_475_8ae8d275-c223-499a-aadf-6633e0839dcf.txt,2026-05-22T15:43:02,2026-05-22T15:43:03,2026-05-22T15:43:02,2026-05-22T18:31:35,1,1,False,header-precise
1/headache/full_features/tabpfn/version_2-6/80_20/stratified,1,1,,1023035,training_20260513_161710_594_6eff2af0-3e9a-47aa-abe6-7f62382de7f3.txt,2026-05-13T16:17:10,2026-05-13T16:17:11,2026-05-10T22:21:19,2026-05-22T18:31:54,3,7,True,header-precise;multi_day_gap
1/headache/full_features/tabpfn/version_3-binary/70_15_15/chrono,1,1,,28943,training_20260513_161714_329_62cbb94c-f71f-410f-8491-eaae978fdedb.txt,2026-05-13T16:17:14,2026-05-13T16:17:15,2026-05-13T16:17:14,2026-05-14T00:19:37,3,4,False,header-precise
1/headache/full_features/tabpfn/version_3-binary/70_15_15/patient,1,1,,13,training_20260522_154323_525_aa564192-8755-43bc-9006-6fdbfe5d30b3.txt,2026-05-22T15:43:23,2026-05-22T15:43:24,2026-05-22T15:43:23,2026-05-22T15:43:36,1,1,False,header-precise
1/headache/full_features/tabpfn/version_3-binary/70_15_15/stratified,1,1,,28952,training_20260513_161718_374_63257aad-d7fa-4ead-a2e5-fcbf537d63d3.txt,2026-05-13T16:17:18,2026-05-13T16:17:19,2026-05-13T16:17:18,2026-05-14T00:19:50,1,2,False,header-precise
1/headache/full_features/tabpfn/version_3-binary/70_30/chrono,1,1,,1199773,training_20260513_161722_249_9ff6f877-d94d-4950-ad1d-77e4d700dc8b.txt,2026-05-13T16:17:22,2026-05-13T16:17:23,2026-05-13T16:17:22,2026-05-27T13:33:35,1,4,True,header-precise;multi_day_gap
1/headache/full_features/tabpfn/version_3-binary/70_30/patient,1,1,,10126,training_20260522_154339_870_6f65a5f2-8fb7-40f2-b819-b2a8632b18cf.txt,2026-05-22T15:43:39,2026-05-22T15:43:40,2026-05-22T15:43:39,2026-05-22T18:32:25,1,1,False,header-precise
1/headache/full_features/tabpfn/version_3-binary/70_30/stratified,1,1,,785714,training_20260513_161726_181_c85b7447-add5-403e-8d85-44708e531da5.txt,2026-05-13T16:17:26,2026-05-13T16:17:27,2026-05-13T16:17:26,2026-05-22T18:32:40,1,3,True,header-precise;multi_day_gap
1/headache/full_features/tabpfn/version_3-binary/80_20/chrono,1,1,,785726,training_20260513_161730_227_d5c010ca-9abf-43e9-aa70-7f656a443255.txt,2026-05-13T16:17:30,2026-05-13T16:17:31,2026-05-13T16:17:30,2026-05-22T18:32:56,1,3,True,header-precise;multi_day_gap
1/headache/full_features/tabpfn/version_3-binary/80_20/patient,1,1,,10150,training_20260522_154401_207_2beeebcc-8c95-481f-93a3-7a654d5974e0.txt,2026-05-22T15:44:01,2026-05-22T15:44:02,2026-05-22T15:44:01,2026-05-22T18:33:11,1,1,False,header-precise
1/headache/full_features/tabpfn/version_3-binary/80_20/stratified,1,1,,785751,training_20260513_161734_248_00730dd5-ab7c-48ed-a1ae-7001112a8cb8.txt,2026-05-13T16:17:34,2026-05-13T16:17:35,2026-05-13T16:17:34,2026-05-22T18:33:25,1,3,True,header-precise;multi_day_gap
1/headache/full_features/tabpfn/version_3-default/70_15_15/chrono,1,1,,29001,training_20260513_161738_282_1c75425f-0d49-4c52-b74f-faa4cef4870a.txt,2026-05-13T16:17:38,2026-05-13T16:17:39,2026-05-13T16:17:38,2026-05-14T00:20:59,3,4,False,header-precise
1/headache/full_features/tabpfn/version_3-default/70_15_15/patient,1,1,,444719,training_20260522_154422_636_fef7ca20-eedf-46d8-bdf7-22083781aa98.txt,2026-05-22T15:44:22,2026-05-22T15:44:23,2026-05-22T15:44:22,2026-05-27T19:16:21,1,4,True,header-precise;multi_day_gap
1/headache/full_features/tabpfn/version_3-default/70_15_15/stratified,1,1,,29010,training_20260513_161742_214_8a9e5a58-d28c-4c4f-b023-d392f926f2e0.txt,2026-05-13T16:17:42,2026-05-13T16:17:43,2026-05-13T16:17:42,2026-05-14T00:21:12,1,2,False,header-precise
1/headache/full_features/tabpfn/version_3-default/70_30/chrono,1,1,,1199000,training_20260513_161746_273_e4d2f278-52e1-4dd0-a64f-9ab09b9fc6c2.txt,2026-05-13T16:17:46,2026-05-13T16:17:47,2026-05-13T16:17:46,2026-05-27T13:21:06,1,4,True,header-precise;multi_day_gap
1/headache/full_features/tabpfn/version_3-default/70_30/patient,1,1,,10156,training_20260522_154438_897_dad97cb1-1e13-4560-9a26-d8e7ae2031e5.txt,2026-05-22T15:44:38,2026-05-22T15:44:39,2026-05-22T15:44:38,2026-05-22T18:33:54,1,1,False,header-precise
1/headache/full_features/tabpfn/version_3-default/70_30/stratified,1,1,,785778,training_20260513_161750_311_b90ababa-83dc-4b6b-82cd-25114052eeac.txt,2026-05-13T16:17:50,2026-05-13T16:17:51,2026-05-13T16:17:50,2026-05-22T18:34:08,1,3,True,header-precise;multi_day_gap
1/headache/full_features/tabpfn/version_3-default/80_20/chrono,1,1,,785790,training_20260513_161754_301_56ea0367-22ea-4424-bcbd-d00afe7de849.txt,2026-05-13T16:17:54,2026-05-13T16:17:55,2026-05-13T16:17:54,2026-05-22T18:34:24,1,3,True,header-precise;multi_day_gap
1/headache/full_features/tabpfn/version_3-default/80_20/patient,1,1,,10179,training_20260522_154500_302_5f852727-157c-44d3-a9a9-7daf0c2f4a1f.txt,2026-05-22T15:45:00,2026-05-22T15:45:01,2026-05-22T15:45:00,2026-05-22T18:34:39,1,1,False,header-precise
1/headache/full_features/tabpfn/version_3-default/80_20/stratified,1,1,,1219594,training_20260513_161758_279_2a10f819-c1bb-478b-8a0b-6f34f46e5f29.txt,2026-05-13T16:17:58,2026-05-13T16:17:59,2026-05-13T16:17:58,2026-05-27T19:04:32,1,6,True,header-precise;multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-5-finetuned/70_15_15/chrono,1,498,,263585,training_20260513_161802_309_97694a92-626a-4db5-9aca-d6a82d53343d.txt,2026-05-13T16:18:02,2026-05-13T16:26:20,2026-05-10T23:09:17,2026-05-14T00:22:22,8,5,True,header-precise;multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-5-finetuned/70_15_15/patient,1,527,,540,training_20260522_154521_658_f05c7459-de92-49d2-b08d-0e72861bdf13.txt,2026-05-22T15:45:21,2026-05-22T15:54:08,2026-05-22T15:45:21,2026-05-22T15:54:21,1,1,False,header-precise
1/headache/no_rolling_features/tabpfn/version_2-5-finetuned/70_15_15/stratified,1,443,,266789,training_20260513_162623_153_4bb20af6-edfc-4bc0-95d5-e81bf37a6ca9.txt,2026-05-13T16:26:23,2026-05-13T16:33:46,2026-05-10T22:16:07,2026-05-14T00:22:36,4,3,True,header-precise;multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-5-finetuned/70_30/chrono,1,499,,266669,training_20260513_163349_575_a5c3cef5-6ee8-4f33-adfe-365193f308ff.txt,2026-05-13T16:33:49,2026-05-13T16:42:08,2026-05-10T22:18:22,2026-05-14T00:22:51,3,3,True,header-precise;multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-5-finetuned/70_30/patient,1,526,,541,training_20260522_155425_025_b44b537b-19bd-40eb-9387-72b2a3bbbafb.txt,2026-05-22T15:54:25,2026-05-22T16:03:11,2026-05-22T15:54:25,2026-05-22T16:03:26,1,1,False,header-precise
1/headache/no_rolling_features/tabpfn/version_2-5-finetuned/70_30/stratified,1,498,,260065,training_20260513_164211_096_32a2539d-ce16-4a83-a29c-7ca0a69f5262.txt,2026-05-13T16:42:11,2026-05-13T16:50:29,2026-05-11T00:08:42,2026-05-14T00:23:07,2,2,True,header-precise;multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-5-finetuned/80_20/chrono,1,142,,259966,training_20260513_224140_738_38b4239e-c5f4-4f18-9497-dfa1c8cab800.txt,2026-05-13T22:41:40,2026-05-13T22:44:02,2026-05-11T00:10:37,2026-05-14T00:23:23,3,2,True,header-precise;multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-5-finetuned/80_20/patient,1,482,,498,training_20260522_160328_863_10046aa6-45b9-4a80-a5c5-c188cf19d83e.txt,2026-05-22T16:03:28,2026-05-22T16:11:30,2026-05-22T16:03:28,2026-05-22T16:11:46,1,1,False,header-precise
1/headache/no_rolling_features/tabpfn/version_2-5-finetuned/80_20/stratified,1,217,,259909,training_20260513_224406_082_94f99b07-860a-452f-806b-3c20a23186f0.txt,2026-05-13T22:44:06,2026-05-13T22:47:43,2026-05-11T00:11:49,2026-05-14T00:23:38,3,4,True,header-precise;multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-5-real/70_15_15/chrono,1,0,,263733,training_20260513_170415_144_2e71fe29-c69e-42be-b60d-6bce76619ae8.txt,2026-05-13T17:04:15,2026-05-13T17:04:15,2026-05-10T23:08:21,2026-05-14T00:23:54,7,6,True,header-precise;multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-5-real/70_15_15/patient,1,0,,13,training_20260522_161149_041_ca1b2aa4-08e9-4f27-8d46-cb1c0defdaa1.txt,2026-05-22T16:11:49,2026-05-22T16:11:49,2026-05-22T16:11:49,2026-05-22T16:12:02,1,1,False,header-precise
1/headache/no_rolling_features/tabpfn/version_2-5-real/70_15_15/stratified,1,1,,1456566,training_20260513_170418_690_85df1495-6c67-4798-b575-4c8b5f753d8f.txt,2026-05-13T17:04:18,2026-05-13T17:04:19,2026-05-10T23:08:30,2026-05-27T19:44:36,2,6,True,header-precise;multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-5-real/70_30/chrono,1,0,,263742,training_20260513_170422_188_f778d676-100a-4df7-be23-dd02a5af0289.txt,2026-05-13T17:04:22,2026-05-13T17:04:22,2026-05-10T23:08:41,2026-05-14T00:24:23,3,3,True,header-precise;multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-5-real/70_30/patient,1,1,,15,training_20260522_161205_769_c4a6cce3-917c-4d86-a230-9b20747512c4.txt,2026-05-22T16:12:05,2026-05-22T16:12:06,2026-05-22T16:12:05,2026-05-22T16:12:20,1,1,False,header-precise
1/headache/no_rolling_features/tabpfn/version_2-5-real/70_30/stratified,1,1,,263752,training_20260513_170425_671_c972da46-cca6-44b7-9e4f-0cea39f40ce5.txt,2026-05-13T17:04:25,2026-05-13T17:04:26,2026-05-10T23:08:47,2026-05-14T00:24:39,3,3,True,header-precise;multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-5-real/80_20/chrono,1,0,,263762,training_20260513_170429_181_df6c6f0c-d1d2-49f9-8fb8-7e5ccbefd308.txt,2026-05-13T17:04:29,2026-05-13T17:04:29,2026-05-10T23:08:53,2026-05-14T00:24:55,3,3,True,header-precise;multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-5-real/80_20/patient,1,0,,15,training_20260522_161223_174_85e0d242-6354-4d6d-aa4f-5af29a668a74.txt,2026-05-22T16:12:23,2026-05-22T16:12:23,2026-05-22T16:12:23,2026-05-22T16:12:38,1,1,False,header-precise
1/headache/no_rolling_features/tabpfn/version_2-5-real/80_20/stratified,1,1,,263774,training_20260513_170432_644_c0cf3053-f0c4-4f5d-ac40-c3c9a4427270.txt,2026-05-13T17:04:32,2026-05-13T17:04:33,2026-05-10T23:08:56,2026-05-14T00:25:10,4,4,True,header-precise;multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-6/70_15_15/chrono,1,0,,263785,training_20260513_170436_131_12e24d41-1c24-4204-b69e-8169fd021447.txt,2026-05-13T17:04:36,2026-05-13T17:04:36,2026-05-10T23:08:59,2026-05-14T00:25:24,6,12,True,header-precise;multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-6/70_15_15/patient,1,0,,14,training_20260522_161241_372_83509e2d-dacb-4eb7-88e2-2d7b2c2e816c.txt,2026-05-22T16:12:41,2026-05-22T16:12:41,2026-05-22T16:12:41,2026-05-22T16:12:55,1,1,False,header-precise
1/headache/no_rolling_features/tabpfn/version_2-6/70_15_15/stratified,1,1,,263796,training_20260513_170439_698_c5584c2d-c949-42ed-88c5-21c06f420d9c.txt,2026-05-13T17:04:39,2026-05-13T17:04:40,2026-05-10T23:09:02,2026-05-14T00:25:38,3,6,True,header-precise;multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-6/70_30/chrono,1,0,,263808,training_20260513_170443_245_6c519a6d-7c1d-434a-816e-9a268fef6069.txt,2026-05-13T17:04:43,2026-05-13T17:04:43,2026-05-10T23:09:05,2026-05-14T00:25:53,3,6,True,header-precise;multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-6/70_30/patient,1,0,,14,training_20260522_161258_016_bd433e58-d0c3-401d-8e30-7fb237e61863.txt,2026-05-22T16:12:58,2026-05-22T16:12:58,2026-05-22T16:12:58,2026-05-22T16:13:12,1,1,False,header-precise
1/headache/no_rolling_features/tabpfn/version_2-6/70_30/stratified,1,1,,263819,training_20260513_170446_808_d6e593f9-fdd2-4e81-8f34-59cb97e9cbd3.txt,2026-05-13T17:04:46,2026-05-13T17:04:47,2026-05-10T23:09:08,2026-05-14T00:26:07,2,6,True,header-precise;multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-6/80_20/chrono,1,0,,263832,training_20260513_170450_322_2659d662-0ff2-494c-85f2-1002270398ce.txt,2026-05-13T17:04:50,2026-05-13T17:04:50,2026-05-10T23:09:11,2026-05-14T00:26:23,3,5,True,header-precise;multi_day_gap
1/headache/no_rolling_features/tabpfn/version_2-6/80_20/patient,1,0,,15,training_20260522_161315_233_17264369-275a-4ef9-b08e-f667306bc9ef.txt,2026-05-22T16:13:15,2026-05-22T16:13:15,2026-05-22T16:13:15,2026-05-22T16:13:30,1,1,False,header-precise
1/headache/no_rolling_features/tabpfn/version_2-6/80_20/stratified,1,1,,263843,training_20260513_170453_950_77475784-45ad-4608-a1a6-8986bcccfb19.txt,2026-05-13T17:04:53,2026-05-13T17:04:54,2026-05-10T23:09:14,2026-05-14T00:26:37,4,6,True,header-precise;multi_day_gap
1/headache/no_rolling_features/tabpfn/version_3-binary/70_15_15/chrono,1,1,,26513,training_20260513_170457_555_ae9bb3ee-58e2-49f5-a70a-539d1f2dc1ef.txt,2026-05-13T17:04:57,2026-05-13T17:04:58,2026-05-13T17:04:57,2026-05-14T00:26:50,3,4,False,header-precise
1/headache/no_rolling_features/tabpfn/version_3-binary/70_15_15/patient,1,1,,13,training_20260522_161342_073_5717ff80-c40f-403f-9bf8-cf332e7f1f37.txt,2026-05-22T16:13:42,2026-05-22T16:13:43,2026-05-22T16:13:42,2026-05-22T16:13:55,1,1,False,header-precise
1/headache/no_rolling_features/tabpfn/version_3-binary/70_15_15/stratified,1,1,,26523,training_20260513_170501_529_d112a598-1e5f-4516-8b84-8f4628059438.txt,2026-05-13T17:05:01,2026-05-13T17:05:02,2026-05-13T17:05:01,2026-05-14T00:27:04,1,2,False,header-precise
1/headache/no_rolling_features/tabpfn/version_3-binary/70_30/chrono,1,1,,1218308,training_20260513_170505_532_60a549fb-6a96-421f-8460-dcddc365a5d7.txt,2026-05-13T17:05:05,2026-05-13T17:05:06,2026-05-13T17:05:05,2026-05-27T19:30:13,1,5,True,header-precise;multi_day_gap
1/headache/no_rolling_features/tabpfn/version_3-binary/70_30/patient,1,1,,445545,training_20260522_161358_216_501a0c44-ecf7-4271-9efb-5a5af6106d64.txt,2026-05-22T16:13:58,2026-05-22T16:13:59,2026-05-22T16:13:58,2026-05-27T19:59:43,1,4,True,header-precise;multi_day_gap
1/headache/no_rolling_features/tabpfn/version_3-binary/70_30/stratified,1,1,,26542,training_20260513_170509_416_7056cb79-1fd6-4a3a-adbc-cf3b97ed808d.txt,2026-05-13T17:05:09,2026-05-13T17:05:10,2026-05-13T17:05:09,2026-05-14T00:27:31,1,2,False,header-precise
1/headache/no_rolling_features/tabpfn/version_3-binary/80_20/chrono,1,1,,26552,training_20260513_170513_301_166383e2-9477-4faa-b11e-8e3d80145fa6.txt,2026-05-13T17:05:13,2026-05-13T17:05:14,2026-05-13T17:05:13,2026-05-14T00:27:45,1,2,False,header-precise
1/headache/no_rolling_features/tabpfn/version_3-binary/80_20/patient,1,1,,14,training_20260522_161415_558_f5609f0b-ce9d-4d17-9ee0-565678f94134.txt,2026-05-22T16:14:15,2026-05-22T16:14:16,2026-05-22T16:14:15,2026-05-22T16:14:29,1,1,False,header-precise
1/headache/no_rolling_features/tabpfn/version_3-binary/80_20/stratified,1,1,,103024,training_20260513_170517_251_92484eaf-6e15-4cc9-9f85-507054c60086.txt,2026-05-13T17:05:17,2026-05-13T17:05:18,2026-05-12T19:50:55,2026-05-14T00:27:59,2,2,True,header-precise;multi_day_gap
1/headache/no_rolling_features/tabpfn/version_3-default/70_15_15/chrono,1,1,,26571,training_20260513_170521_223_b43bb690-78ff-4a26-8a82-dbaf64047448.txt,2026-05-13T17:05:21,2026-05-13T17:05:22,2026-05-13T17:05:21,2026-05-14T00:28:12,3,4,False,header-precise
1/headache/no_rolling_features/tabpfn/version_3-default/70_15_15/patient,1,1,,13,training_20260522_161432_376_8c9af66c-d48a-49fb-98e2-a98e0091b224.txt,2026-05-22T16:14:32,2026-05-22T16:14:33,2026-05-22T16:14:32,2026-05-22T16:14:45,1,1,False,header-precise
1/headache/no_rolling_features/tabpfn/version_3-default/70_15_15/stratified,1,1,,26580,training_20260513_170525_261_5ab8892c-63e3-4660-bd2e-3fd7e9177ce4.txt,2026-05-13T17:05:25,2026-05-13T17:05:26,2026-05-13T17:05:25,2026-05-14T00:28:25,1,2,False,header-precise
1/headache/no_rolling_features/tabpfn/version_3-default/70_30/chrono,1,1,,26589,training_20260513_170529_194_11754be4-d77f-4812-a907-14e62cc72bb7.txt,2026-05-13T17:05:29,2026-05-13T17:05:30,2026-05-13T17:05:29,2026-05-14T00:28:38,1,2,False,header-precise
1/headache/no_rolling_features/tabpfn/version_3-default/70_30/patient,1,1,,15,training_20260522_161448_417_4d2937b7-3b7e-400c-a897-58385d125c8b.txt,2026-05-22T16:14:48,2026-05-22T16:14:49,2026-05-22T16:14:48,2026-05-22T16:15:03,1,1,False,header-precise
1/headache/no_rolling_features/tabpfn/version_3-default/70_30/stratified,1,1,,26599,training_20260513_170533_164_5004ecee-ce56-4b38-9e6f-90478538d8b7.txt,2026-05-13T17:05:33,2026-05-13T17:05:34,2026-05-13T17:05:33,2026-05-14T00:28:52,1,2,False,header-precise
1/headache/no_rolling_features/tabpfn/version_3-default/80_20/chrono,1,1,,26609,training_20260513_170537_179_3de09d39-0917-4bef-884c-931a75578daa.txt,2026-05-13T17:05:37,2026-05-13T17:05:38,2026-05-13T17:05:37,2026-05-14T00:29:06,1,2,False,header-precise
1/headache/no_rolling_features/tabpfn/version_3-default/80_20/patient,1,1,,15,training_20260522_161505_906_8b83593a-c571-4433-a5e2-0cdc650f8a27.txt,2026-05-22T16:15:05,2026-05-22T16:15:06,2026-05-22T16:15:05,2026-05-22T16:15:20,1,1,False,header-precise
1/headache/no_rolling_features/tabpfn/version_3-default/80_20/stratified,1,1,,104616,training_20260513_170541_189_6223b818-2268-43d6-839a-23964e2357e5.txt,2026-05-13T17:05:41,2026-05-13T17:05:42,2026-05-12T19:25:43,2026-05-14T00:29:19,2,3,True,header-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_2-5-auto/70_15_15/stratified,1,1826,1079.36,1456098,training_20260513_170545_177_543f1985-a588-4548-b71b-62c779ba5ef2.txt,2026-05-13T17:05:45,2026-05-13T17:36:11,2026-05-11T00:14:38,2026-05-27T20:42:56,4,7,True,header-precise;autogluon-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_2-5-auto/70_30/chrono,1,3404,1471.89,1560494,training_20260513_173615_024_2522ae0c-41d7-4f01-b2c9-f4f5fdb59a7e.txt,2026-05-13T17:36:15,2026-05-13T18:32:59,2026-05-11T00:25:20,2026-05-29T01:53:34,2,4,True,header-precise;autogluon-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_2-5-finetuned/70_15_15/chrono,1,136,,258650,training_20260513_183303_064_26a3d89a-502e-421d-a420-2184930a3388.txt,2026-05-13T18:33:03,2026-05-13T18:35:19,2026-05-11T00:39:50,2026-05-14T00:30:40,9,7,True,header-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_2-5-finetuned/70_15_15/patient,1,705,,722,training_20260522_161523_169_c47643ad-20e4-4964-979e-5c054542fd46.txt,2026-05-22T16:15:23,2026-05-22T16:27:08,2026-05-22T16:15:23,2026-05-22T16:27:25,1,1,False,header-precise
1/migraine/full_features/tabpfn/version_2-5-finetuned/70_15_15/stratified,1,214,,1453589,training_20260513_224746_291_479fbe9b-d516-414c-b097-9036f19a5033.txt,2026-05-13T22:47:46,2026-05-13T22:51:20,2026-05-11T00:43:51,2026-05-27T20:30:20,3,6,True,header-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_2-5-finetuned/70_30/chrono,1,931,,1452326,training_20260513_184425_749_e5b56fb7-2100-4cb4-81eb-31b63fbf2685.txt,2026-05-13T18:44:25,2026-05-13T18:59:56,2026-05-11T00:47:04,2026-05-27T20:12:30,2,6,True,header-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_2-5-finetuned/70_30/patient,1,705,,7737,training_20260522_162728_361_a52d0724-7b67-4b54-9002-c5d46417a5ad.txt,2026-05-22T16:27:28,2026-05-22T16:39:13,2026-05-22T16:27:28,2026-05-22T18:36:25,1,1,False,header-precise
1/migraine/full_features/tabpfn/version_2-5-finetuned/70_30/stratified,1,662,,1014341,training_20260513_185959_833_235a3f14-a17c-402c-8818-adf73b26b9a5.txt,2026-05-13T18:59:59,2026-05-13T19:11:01,2026-05-11T00:51:05,2026-05-22T18:36:46,2,4,True,header-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_2-5-finetuned/80_20/chrono,1,1269,,1014143,training_20260513_191104_308_b463c97c-a65f-4ccf-bc53-22479299d69d.txt,2026-05-13T19:11:04,2026-05-13T19:32:13,2026-05-11T00:54:44,2026-05-22T18:37:07,2,4,True,header-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_2-5-finetuned/80_20/patient,1,885,,7076,training_20260522_163933_904_eac39593-89c3-4c1d-a8a6-cb7f9b7a69e1.txt,2026-05-22T16:39:33,2026-05-22T16:54:18,2026-05-22T16:39:33,2026-05-22T18:37:29,1,1,False,header-precise
1/migraine/full_features/tabpfn/version_2-5-finetuned/80_20/stratified,1,872,,1013891,training_20260513_193216_958_aee92ee1-b504-4091-84ef-c791e41e4ffc.txt,2026-05-13T19:32:16,2026-05-13T19:46:48,2026-05-11T00:59:42,2026-05-22T18:37:53,2,3,True,header-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_2-5-real/70_15_15/chrono,1,1,,260310,training_20260513_194651_836_bad2cd45-3906-44db-bc59-136ccb74a0d9.txt,2026-05-13T19:46:51,2026-05-13T19:46:52,2026-05-11T00:14:03,2026-05-14T00:32:33,6,7,True,header-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_2-5-real/70_15_15/patient,1,0,,17,training_20260522_165439_284_c473f094-1662-47c8-9f5a-271881ce4947.txt,2026-05-22T16:54:39,2026-05-22T16:54:39,2026-05-22T16:54:39,2026-05-22T16:54:56,1,1,False,header-precise
1/migraine/full_features/tabpfn/version_2-5-real/70_15_15/stratified,1,0,,260324,training_20260513_194655_358_2da7d04c-f79a-4293-8b03-52c0c11191f5.txt,2026-05-13T19:46:55,2026-05-13T19:46:55,2026-05-11T00:14:06,2026-05-14T00:32:50,2,3,True,header-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_2-5-real/70_30/chrono,1,0,,1034811,training_20260513_194659_020_185d8f4c-0676-4e58-adc8-db5eaff9f39e.txt,2026-05-13T19:46:59,2026-05-13T19:46:59,2026-05-11T00:14:09,2026-05-22T23:41:00,2,5,True,header-precise;multi_day_gap
